Matricula,Modelo,Clasificación Energética, Consumo MIN, Consumo MAX, Emisiones MIN (gCO2/km), Emisiones MAX (gCO2/km), Motorización,kw_minimo,kw_maximo
8047 AAA,Peugeot 308 308 5p Active Pack BlueHDi 130 S&S EAT8,D,4.6,5.4,119.0,142.0,Gasóleo,,
8048 AAA,Peugeot 308 308 5p Active Pack BlueHDi 130 S&S EAT8,C,4.4,5.3,115.0,139.0,Gasóleo,,
8049 AAA,Peugeot 308 308 5p Allure BlueHDI 100 S&S 6 Vel. MAN,C,4.4,5.1,115.0,135.0,Gasóleo,,
8050 AAA,Peugeot 308 308 5p Allure BlueHDI 100 S&S 6 Vel. MAN,C,4.4,5.1,115.0,135.0,Gasóleo,,
8051 AAA,Peugeot 308 308 5p Allure BlueHDI 130 S&S 6 Vel. MAN,C,4.5,5.3,118.0,139.0,Gasóleo,,
8052 AAA,Peugeot 308 308 5p Allure BlueHDI 130 S&S 6 Vel. MAN,C,4.5,5.3,118.0,139.0,Gasóleo,,
8053 AAA,Peugeot 308 308 5p Allure BlueHDI 130 S&S 6 Vel. MAN,C,4.5,5.3,118.0,139.0,Gasóleo,,
8054 AAA,Peugeot 308 308 5p Allure BlueHDI 130 S&S 6 Vel. MAN,C,4.3,5.3,113.0,138.0,Gasóleo,,
8055 AAA,Peugeot 308 308 5p Allure BlueHDI 130 S&S EAT8,D,4.6,5.4,119.0,142.0,Gasóleo,,
8056 AAA,Peugeot 308 308 5p Allure BlueHDI 130 S&S EAT8,D,4.6,5.4,119.0,142.0,Gasóleo,,
8057 AAA,Peugeot 308 308 5p Allure BlueHDI 130 S&S EAT8,C,4.4,5.3,115.0,139.0,Gasóleo,,
8058 AAA,Peugeot 308 308 5p Allure Pack BlueHDI 100 S&S 6 Vel. MAN,C,4.4,5.1,115.0,135.0,Gasóleo,,
8059 AAA,Peugeot 308 308 5p Allure Pack BlueHDI 130 S&S 6 Vel. MAN,C,4.3,5.3,113.0,138.0,Gasóleo,,
8060 AAA,Peugeot 308 308 5p Allure Pack BlueHDI 130 S&S EAT8,D,4.6,5.4,119.0,142.0,Gasóleo,,
8061 AAA,Peugeot 308 308 5p Allure Pack BlueHDI 130 S&S EAT8,C,4.4,5.3,115.0,139.0,Gasóleo,,
8062 AAA,Peugeot 308 308 5P Business Line BlueHDi 100 S&s 6 Vel. MAN,C,4.4,5.1,115.0,135.0,Gasóleo,,
8063 AAA,Peugeot 308 308 5P Business Line BlueHDi 100 S&s 6 Vel. MAN,C,4.4,5.1,116.0,135.0,Gasóleo,,
8064 AAA,Peugeot 308 308 5p Business Line BlueHDi 130 S&S 6vel MAN,C,4.5,5.3,117.0,138.0,Gasóleo,,
8065 AAA,Peugeot 308 308 5p Business Line BlueHDi 130 S&S 6vel MAN,C,4.5,5.3,118.0,139.0,Gasóleo,,
8066 AAA,Peugeot 308 308 5P GT BlueHDi 130 S&S EAT8,D,4.6,5.4,119.0,142.0,Gasóleo,,
8067 AAA,Peugeot 308 308 5p GT BlueHDI 130 S&S 6 Vel. MAN,C,4.3,5.3,113.0,138.0,Gasóleo,,
8068 AAA,Peugeot 308 308 5p GT BlueHDI 130 S&S EAT8,C,4.4,5.3,115.0,139.0,Gasóleo,,
8069 AAA,Peugeot 308 308 5P GT BlueHDi 180 S&S EAT8,E,5.4,6.3,141.0,165.0,Gasóleo,,
8070 AAA,Peugeot 308 308 5P GT Line BlueHDi 130 S&S 6 Vel. MAN,C,4.5,5.3,118.0,139.0,Gasóleo,,
8071 AAA,Peugeot 308 308 5P GT Line BlueHDi 130 S&S 6 Vel. MAN,C,4.5,5.3,118.0,139.0,Gasóleo,,
8072 AAA,Peugeot 308 308 5P GT Pack BlueHDi 130 S&S EAT8,D,4.6,5.4,119.0,142.0,Gasóleo,,
8073 AAA,Peugeot 308 308 5p GT Pack BlueHDI 130 S&S 6 Vel. MAN,C,4.3,5.3,113.0,138.0,Gasóleo,,
8074 AAA,Peugeot 308 308 5p GT Pack BlueHDI 130 S&S EAT8,C,4.4,5.3,115.0,139.0,Gasóleo,,
8075 AAA,Peugeot 308 308 5P Style BlueHDi 100 S&S 6 Vel. MAN,C,4.4,5.1,115.0,135.0,Gasóleo,,
8076 AAA,Peugeot 308 308 5P Style BlueHDi 100 S&S 6 Vel. MAN,C,4.4,5.1,116.0,135.0,Gasóleo,,
8077 AAA,Peugeot 308 308 5p Style BlueHDi 130 S&S 6 Vel. MAN,C,4.5,5.3,117.0,138.0,Gasóleo,,
8078 AAA,Peugeot 308 308 5p Style BlueHDi 130 S&S 6 Vel. MAN,C,4.5,5.3,118.0,139.0,Gasóleo,,
8079 AAA,Peugeot 308 308 5p Style BlueHDi 130 S&S EAT8,D,4.6,5.4,119.0,142.0,Gasóleo,,
8080 AAA,Peugeot 308 308 SW Access BlueHDi 100 S&S 6 Vel. MAN,B,4.4,5.1,116.0,135.0,Gasóleo,,
8081 AAA,Peugeot 308 308 SW Active BlueHDi 100 S&s 6 Vel. MAN,B,4.4,5.1,115.0,135.0,Gasóleo,,
8082 AAA,Peugeot 308 308 SW Active BlueHDi 130 S&S 6vel MAN,B,4.3,5.3,113.0,138.0,Gasóleo,,
8083 AAA,Peugeot 308 308 SW Active BlueHDi 130 S&S EAT8,C,4.4,5.3,115.0,139.0,Gasóleo,,
8084 AAA,Peugeot 308 308 SW Active Pack BlueHDi 100 S&s 6 Vel. MAN,B,4.4,5.1,115.0,135.0,Gasóleo,,
8085 AAA,Peugeot 308 308 SW Active Pack BlueHDi 130 S&S 6vel MAN,B,4.3,5.3,113.0,138.0,Gasóleo,,
8086 AAA,Peugeot 308 308 SW Active Pack BlueHDi 130 S&S EAT8,C,4.4,5.3,115.0,139.0,Gasóleo,,
8087 AAA,Peugeot 308 308 SW Allure BlueHDI 130 S&S 6 Vel. MAN,B,4.3,5.3,113.0,138.0,Gasóleo,,
8088 AAA,Peugeot 308 308 SW Allure BlueHDI 130 S&S 6 Vel. MAN,C,4.5,5.3,118.0,139.0,Gasóleo,,
8089 AAA,Peugeot 308 308 SW Allure BlueHDI 130 S&S 6 Vel. MAN,C,4.5,5.3,118.0,139.0,Gasóleo,,
8090 AAA,Peugeot 308 308 SW Allure BlueHDi 130 S&S 6vel MAN,B,4.3,5.3,113.0,138.0,Gasóleo,,
8091 AAA,Peugeot 308 308 SW Allure BlueHDi 130 S&S EAT8,C,4.4,5.3,115.0,139.0,Gasóleo,,
8092 AAA,Peugeot 308 308 SW Allure Pack BlueHDI 130 S&S 6 Vel. MAN,B,4.3,5.3,113.0,138.0,Gasóleo,,
8093 AAA,Peugeot 308 308 SW Allure Pack BlueHDi 130 S&S 6vel MAN,B,4.3,5.3,113.0,138.0,Gasóleo,,
8094 AAA,Peugeot 308 308 SW Allure Pack BlueHDi 130 S&S EAT8,C,4.4,5.3,115.0,139.0,Gasóleo,,
8095 AAA,Peugeot 308 308 SW Business Line BlueHDi 100 S&S 6 Vel. MAN,B,4.4,5.1,116.0,135.0,Gasóleo,,
8096 AAA,Peugeot 308 308 SW Business Line BlueHDi 130 S&S 6vel MAN,C,4.5,5.3,117.0,138.0,Gasóleo,,
8097 AAA,Peugeot 308 308 SW GT BlueHDi 130 S&S EAT8,C,4.6,5.4,119.0,142.0,Gasóleo,,
8098 AAA,Peugeot 308 308 SW GT BlueHDi 130 S&S 6 Vel. MAN,B,4.3,5.3,113.0,138.0,Gasóleo,,
8099 AAA,Peugeot 308 308 SW GT BlueHDi 130 S&S 6vel MAN,B,4.3,5.3,113.0,138.0,Gasóleo,,
8100 AAA,Peugeot 308 308 SW GT BlueHDi 130 S&S EAT8,C,4.4,5.3,115.0,139.0,Gasóleo,,
8101 AAA,Peugeot 308 308 SW GT BlueHDi 180 S&S EAT8,E,5.7,6.3,150.0,165.0,Gasóleo,,
8102 AAA,Peugeot 308 308 SW GT Line BlueHDi 130 S&S 6 Vel. MAN,C,4.5,5.3,118.0,139.0,Gasóleo,,
8103 AAA,Peugeot 308 308 SW GT Line BlueHDi 130 S&S 6 Vel. MAN,C,4.5,5.3,118.0,139.0,Gasóleo,,
8104 AAA,Peugeot 308 308 SW GT Pack BlueHDi 130 S&S EAT8,C,4.6,5.4,119.0,142.0,Gasóleo,,
8105 AAA,Peugeot 308 308 SW GT Pack BlueHDi 130 S&S 6 Vel. MAN,B,4.3,5.3,113.0,138.0,Gasóleo,,
8106 AAA,Peugeot 308 308 SW GT Pack BlueHDi 130 S&S 6vel MAN,B,4.3,5.3,113.0,138.0,Gasóleo,,
8107 AAA,Peugeot 308 308 SW GT Pack BlueHDi 130 S&S EAT8,C,4.4,5.3,115.0,139.0,Gasóleo,,
8108 AAA,Peugeot 308 308 SW Style BlueHDi 100 S&S 6 Vel. MAN,B,4.4,5.1,116.0,135.0,Gasóleo,,
8109 AAA,Peugeot 308 308 SW Style BlueHDi 130 S&S 6 Vel. MAN,C,4.5,5.3,117.0,138.0,Gasóleo,,
8110 AAA,Peugeot 308 308 Tech Edition BlueHDi 130 S&S 6 Vel. MAN,C,4.5,5.3,117.0,138.0,Gasóleo,,
8111 AAA,Peugeot 308 308 Tech Edition BlueHDi 130 S&S 6 Vel. MAN,C,4.5,5.3,118.0,139.0,Gasóleo,,
8112 AAA,Peugeot 308 308 Tech Edition BlueHDi 130 S&S EAT8,D,4.6,5.4,119.0,142.0,Gasóleo,,
8113 AAA,Peugeot 308 308 Tech Edition BlueHDi 130 S&S EAT8,C,4.5,5.4,118.0,140.0,Gasóleo,,
8114 AAA,Peugeot 5008 5008 Active BlueHDi 130 S&S 6 Vel. MAN.,C,5.1,5.9,134.0,154.0,Gasóleo,,
8115 AAA,Peugeot 5008 5008 Active BlueHDi 130 S&S 6 Vel. MAN.,C,4.6,5.6,122.0,148.0,Gasóleo,,
8116 AAA,Peugeot 5008 5008 Active BlueHDi 130 S&S 6 Vel. MAN.,C,4.9,5.9,129.0,154.0,Gasóleo,,
8117 AAA,Peugeot 5008 5008 Active BlueHDi 130 S&S EAT8,C,4.8,5.9,126.0,156.0,Gasóleo,,
8118 AAA,Peugeot 5008 5008 Active BlueHDi 130 S&S EAT8,C,5.0,5.9,132.0,154.0,Gasóleo,,
8119 AAA,Peugeot 5008 5008 Active Pack BlueHDi 130 S&S 6 Vel. MAN.,C,4.6,5.6,122.0,148.0,Gasóleo,,
8120 AAA,Peugeot 5008 5008 Active Pack BlueHDi 130 S&S EAT8,C,4.9,6.0,128.0,157.0,Gasóleo,,
8121 AAA,Peugeot 5008 5008 Allure BlueHDi 130 S&S 6 Vel. MAN.,C,4.6,5.6,122.0,148.0,Gasóleo,,
8122 AAA,Peugeot 5008 5008 Allure BlueHDi 130 S&S 6 Vel. MAN.,C,5.1,5.9,134.0,154.0,Gasóleo,,
8123 AAA,Peugeot 5008 5008 Allure BlueHDi 130 S&S 6 Vel. MAN.,C,4.9,5.9,129.0,154.0,Gasóleo,,
8124 AAA,Peugeot 5008 5008 Allure BlueHDi 130 S&S EAT8,C,4.8,5.9,126.0,156.0,Gasóleo,,
8125 AAA,Peugeot 5008 5008 Allure BlueHDi 130 S&S EAT8,C,5.0,5.9,132.0,154.0,Gasóleo,,
8126 AAA,Peugeot 5008 5008 Allure BlueHDi 130 S&S EAT8,C,4.9,6.0,128.0,157.0,Gasóleo,,
8127 AAA,Peugeot 5008 5008 Allure Pack BlueHDi 130 S&S 6 Vel. MAN.,C,4.6,5.6,122.0,148.0,Gasóleo,,
8128 AAA,Peugeot 5008 5008 Allure Pack BlueHDi 130 S&S EAT8,C,4.9,6.0,128.0,157.0,Gasóleo,,
8129 AAA,Peugeot 5008 5008 Allure Pack BlueHDi 180 S&S EAT8,D,5.5,6.4,145.0,168.0,Gasóleo,,
8130 AAA,Peugeot 5008 5008 GT BlueHDi 130 S&S 6 Vel. MAN.,C,4.6,5.6,122.0,148.0,Gasóleo,,
8131 AAA,Peugeot 5008 5008 GT BlueHDi 130 S&S EAT8,C,4.9,6.0,128.0,157.0,Gasóleo,,
8132 AAA,Peugeot 5008 5008 GT BlueHDi 180 S&S EAT8,D,5.5,6.4,145.0,168.0,Gasóleo,,
8133 AAA,Peugeot 5008 5008 GT BlueHDi 180 S&S EAT8,E,6.0,6.7,157.0,175.0,Gasóleo,,
8134 AAA,Peugeot 5008 5008 GT BlueHDi 180 S&S EAT8,E,6.0,6.8,157.0,178.0,Gasóleo,,
8135 AAA,Peugeot 5008 5008 GT Line BlueHDi 130 S&S 6 Vel. MAN,C,4.9,5.9,129.0,154.0,Gasóleo,,
8136 AAA,Peugeot 5008 5008 GT Line BlueHDi 130 S&S 6 Vel. MAN,C,5.1,5.9,134.0,154.0,Gasóleo,,
8137 AAA,Peugeot 5008 5008 GT Line BlueHDi 130 S&S EAT8,C,5.0,5.9,132.0,154.0,Gasóleo,,
8138 AAA,Peugeot 5008 5008 GT Line BlueHDi 130 S&S EAT8,C,4.8,5.9,126.0,156.0,Gasóleo,,
8139 AAA,Peugeot 5008 5008 GT Pack BlueHDi 180 S&S EAT8,D,5.5,6.4,145.0,168.0,Gasóleo,,
8140 AAA,Peugeot 5008 5008 Roadtrip BlueHDI 130 S&S EAT8,C,4.9,5.9,128.0,154.0,Gasóleo,,
8141 AAA,Peugeot 508 508 5P Active BlueHDi 130 S&S EAT8,B,4.4,5.2,115.0,138.0,Gasóleo,,
8142 AAA,Peugeot 508 508 5P Active Pack BlueHDi 130 S&S EAT8,B,4.4,5.2,115.0,138.0,Gasóleo,,
8143 AAA,Peugeot 508 508 5P Allure BlueHDi 130 S&S EAT8,B,4.4,5.2,115.0,138.0,Gasóleo,,
8144 AAA,Peugeot 508 508 5P Allure Pack BlueHDi 130 S&S EAT8,B,4.4,5.2,115.0,138.0,Gasóleo,,
8145 AAA,Peugeot 508 508 5P Business Line BlueHDi 130 S&S EAT8,B,4.4,5.2,115.0,138.0,Gasóleo,,
8146 AAA,Peugeot 508 508 5P GT BlueHDi 130 S&S EAT8,B,4.4,5.2,115.0,138.0,Gasóleo,,
8147 AAA,Peugeot 508 508 SW Active BlueHDi 130 S&S EAT8,B,4.4,5.2,115.0,138.0,Gasóleo,,
8148 AAA,Peugeot 508 508 SW Active Pack BlueHDi 130 S&S EAT8,B,4.4,5.2,115.0,138.0,Gasóleo,,
8149 AAA,Peugeot 508 508 SW Allure BlueHDi 130 S&S EAT8,B,4.4,5.2,115.0,138.0,Gasóleo,,
8150 AAA,Peugeot 508 508 SW Allure Pack BlueHDi 130 S&S EAT8,B,4.4,5.2,115.0,138.0,Gasóleo,,
8151 AAA,Peugeot 508 508 SW Business Line BlueHDi 130 S&S EAT8,B,4.4,5.2,115.0,138.0,Gasóleo,,
8152 AAA,Peugeot 508 508 SW GT BlueHDi 130 S&S EAT8,B,4.4,5.2,115.0,138.0,Gasóleo,,
8153 AAA,Peugeot 508 Nuevo 508 5P Active BlueHDi 130 S&S 6vel MAN,B,4.4,5.3,116.0,168.0,Gasóleo,,
8154 AAA,Peugeot 508 Nuevo 508 5P Active BlueHDi 130 S&S 6vel MAN,B,4.7,5.4,124.0,141.0,Gasóleo,,
8155 AAA,Peugeot 508 Nuevo 508 5P Active BlueHDi 130 S&S EAT8,B,4.8,5.5,126.0,144.0,Gasóleo,,
8156 AAA,Peugeot 508 Nuevo 508 5P Active BlueHDi 130 S&S EAT8,B,4.6,5.4,119.0,141.0,Gasóleo,,
8157 AAA,Peugeot 508 Nuevo 508 5P Allure BlueHDi 130 S&S 6vel MAN,B,4.4,5.3,116.0,138.0,Gasóleo,,
8158 AAA,Peugeot 508 Nuevo 508 5P Allure BlueHDi 130 S&S 6vel MAN,B,4.7,5.4,124.0,141.0,Gasóleo,,
8159 AAA,Peugeot 508 Nuevo 508 5P Allure BlueHDi 130 S&S EAT8,B,4.8,5.5,126.0,144.0,Gasóleo,,
8160 AAA,Peugeot 508 Nuevo 508 5P Allure BlueHDi 130 S&S EAT8,B,4.6,5.4,119.0,141.0,Gasóleo,,
8161 AAA,Peugeot 508 Nuevo 508 5P Allure BlueHDi 160 S&S EAT8,C,5.3,6.2,140.0,163.0,Gasóleo,,
8162 AAA,Peugeot 508 Nuevo 508 5P Allure BlueHDi 160 S&S EAT8,C,5.5,6.2,145.0,164.0,Gasóleo,,
8163 AAA,Peugeot 508 Nuevo 508 5P Business Line BlueHDi 130 S&S 6vel MAN,B,4.7,5.4,124.0,141.0,Gasóleo,,
8164 AAA,Peugeot 508 Nuevo 508 5P Business Line BlueHDi 130 S&S 6vel MAN,B,4.4,5.3,116.0,138.0,Gasóleo,,
8165 AAA,Peugeot 508 Nuevo 508 5P Business Line BlueHDi 130 S&S EAT8,B,4.6,5.4,119.0,141.0,Gasóleo,,
8166 AAA,Peugeot 508 Nuevo 508 5P Business Line BlueHDi 130 S&S EAT8,B,4.8,5.5,126.0,144.0,Gasóleo,,
8167 AAA,Peugeot 508 Nuevo 508 5P GT BlueHDi 180 S&S EAT8,D,5.6,6.3,146.0,165.0,Gasóleo,,
8168 AAA,Peugeot 508 Nuevo 508 5P GT BlueHDi 180 S&S EAT8,D,5.6,6.2,147.0,162.0,Gasóleo,,
8169 AAA,Peugeot 508 Nuevo 508 5P GT Line BlueHDi 130 S&S 6Vel MAN,B,4.4,5.3,116.0,138.0,Gasóleo,,
8170 AAA,Peugeot 508 Nuevo 508 5P GT Line BlueHDi 130 S&S 6Vel MAN,B,4.7,5.4,124.0,141.0,Gasóleo,,
8171 AAA,Peugeot 508 Nuevo 508 5P GT Line BlueHDi 130 S&S EAT8,B,4.8,5.5,126.0,144.0,Gasóleo,,
8172 AAA,Peugeot 508 Nuevo 508 5P GT Line BlueHDi 130 S&S EAT8,B,4.6,5.4,119.0,141.0,Gasóleo,,
8173 AAA,Peugeot 508 Nuevo 508 5P GT Line BlueHDi 160 S&S EAT8,C,5.3,6.2,140.0,163.0,Gasóleo,,
8174 AAA,Peugeot 508 Nuevo 508 5P GT Line BlueHDi 160 S&S EAT8,C,5.5,6.2,145.0,164.0,Gasóleo,,
8175 AAA,Peugeot 508 Nuevo 508 5P GT Line BlueHDi 180 S&S EAT8,D,5.6,6.3,146.0,165.0,Gasóleo,,
8176 AAA,Peugeot 508 Nuevo 508 5P GT Line BlueHDi 180 S&S EAT8,E,6.4,7.3,145.0,165.0,Gasóleo,,
8177 AAA,Peugeot 508 Nuevo 508 SW Active BlueHDi 130 S&S 6 Vel. MAN.,B,4.4,5.3,116.0,138.0,Gasóleo,,
8178 AAA,Peugeot 508 Nuevo 508 SW Active BlueHDi 130 S&S 6 Vel. MAN.,B,4.7,5.4,124.0,141.0,Gasóleo,,
8179 AAA,Peugeot 508 Nuevo 508 SW Active BlueHDi 130 S&S EAT8,B,4.8,5.5,126.0,144.0,Gasóleo,,
8180 AAA,Peugeot 508 Nuevo 508 SW Active BlueHDi 130 S&S EAT8,B,4.6,5.4,119.0,141.0,Gasóleo,,
8181 AAA,Peugeot 508 Nuevo 508 SW Allure BlueHDi 130 S&S 6 Vel. MAN.,B,4.4,5.3,116.0,138.0,Gasóleo,,
8182 AAA,Peugeot 508 Nuevo 508 SW Allure BlueHDi 130 S&S 6 Vel. MAN.,B,4.7,5.4,124.0,141.0,Gasóleo,,
8183 AAA,Peugeot 508 Nuevo 508 SW Allure BlueHDi 130 S&S EAT8,B,4.8,5.5,126.0,144.0,Gasóleo,,
8184 AAA,Peugeot 508 Nuevo 508 SW Allure BlueHDi 130 S&S EAT8,B,4.6,5.4,119.0,141.0,Gasóleo,,
8185 AAA,Peugeot 508 Nuevo 508 SW Allure BlueHDi 160 S&S EAT8,C,5.3,6.2,140.0,163.0,Gasóleo,,
8186 AAA,Peugeot 508 Nuevo 508 SW Allure BlueHDi 160 S&S EAT8,C,5.5,6.2,145.0,164.0,Gasóleo,,
8187 AAA,Peugeot 508 Nuevo 508 SW Business Line BlueHDi 130 S&S 6 Vel. MAN.,B,4.7,5.4,124.0,141.0,Gasóleo,,
8188 AAA,Peugeot 508 Nuevo 508 SW Business Line BlueHDi 130 S&S 6 Vel. MAN.,B,4.4,5.3,116.0,138.0,Gasóleo,,
8189 AAA,Peugeot 508 Nuevo 508 SW Business Line BlueHDi 130 S&S EAT8,B,4.6,5.4,119.0,141.0,Gasóleo,,
8190 AAA,Peugeot 508 Nuevo 508 SW Business Line BlueHDi 130 S&S EAT8,B,4.8,5.5,126.0,144.0,Gasóleo,,
8191 AAA,Peugeot 508 Nuevo 508 SW GT BlueHDi 180 S&S EAT8,D,5.6,6.3,146.0,165.0,Gasóleo,,
8192 AAA,Peugeot 508 Nuevo 508 SW GT BlueHDi 180 S&S EAT8,C,5.6,6.2,147.0,162.0,Gasóleo,,
8193 AAA,Peugeot 508 Nuevo 508 SW GT Line BlueHDi 130 S&S 6 Vel. MAN,B,4.4,5.3,116.0,138.0,Gasóleo,,
8194 AAA,Peugeot 508 Nuevo 508 SW GT Line BlueHDi 130 S&S 6 Vel. MAN,B,4.7,5.4,124.0,141.0,Gasóleo,,
8195 AAA,Peugeot 508 Nuevo 508 SW GT Line BlueHDi 130 S&S EAT8,B,4.8,5.5,126.0,144.0,Gasóleo,,
8196 AAA,Peugeot 508 Nuevo 508 SW GT Line BlueHDi 130 S&S EAT8,B,4.6,5.4,119.0,141.0,Gasóleo,,
8197 AAA,Peugeot 508 Nuevo 508 SW GT Line BlueHDi 160 S&S EAT8,C,5.3,6.2,140.0,163.0,Gasóleo,,
8198 AAA,Peugeot 508 Nuevo 508 SW GT Line BlueHDi 160 S&S EAT8,C,5.5,6.2,145.0,164.0,Gasóleo,,
8199 AAA,Peugeot 308 308 SW GT BlueHDi 130 S&S 6vel MAN,B,4.3,5.3,113.0,138.0,Gasóleo,,
8200 AAA,Peugeot 308 308 SW GT BlueHDi 130 S&S EAT8,C,4.4,5.3,115.0,139.0,Gasóleo,,
8201 AAA,Peugeot 308 308 SW GT BlueHDi 180 S&S EAT8,E,5.7,6.3,150.0,165.0,Gasóleo,,
8202 AAA,Peugeot 308 308 SW GT Line BlueHDi 130 S&S 6 Vel. MAN,C,4.5,5.3,118.0,139.0,Gasóleo,,
8203 AAA,Peugeot 308 308 SW GT Line BlueHDi 130 S&S 6 Vel. MAN,C,4.5,5.3,118.0,139.0,Gasóleo,,
8204 AAA,Peugeot 308 308 SW GT Pack BlueHDi 130 S&S EAT8,C,4.6,5.4,119.0,142.0,Gasóleo,,
8205 AAA,Peugeot 308 308 SW GT Pack BlueHDi 130 S&S 6 Vel. MAN,B,4.3,5.3,113.0,138.0,Gasóleo,,
8206 AAA,Peugeot 308 308 SW GT Pack BlueHDi 130 S&S 6vel MAN,B,4.3,5.3,113.0,138.0,Gasóleo,,
8207 AAA,Peugeot 308 308 SW GT Pack BlueHDi 130 S&S EAT8,C,4.4,5.3,115.0,139.0,Gasóleo,,
8208 AAA,Peugeot 308 308 SW Style BlueHDi 100 S&S 6 Vel. MAN,B,4.4,5.1,116.0,135.0,Gasóleo,,
8209 AAA,Peugeot 308 308 SW Style BlueHDi 130 S&S 6 Vel. MAN,C,4.5,5.3,117.0,138.0,Gasóleo,,
8210 AAA,Peugeot 308 308 Tech Edition BlueHDi 130 S&S 6 Vel. MAN,C,4.5,5.3,117.0,138.0,Gasóleo,,
8211 AAA,Peugeot 308 308 Tech Edition BlueHDi 130 S&S 6 Vel. MAN,C,4.5,5.3,118.0,139.0,Gasóleo,,
8212 AAA,Peugeot 308 308 Tech Edition BlueHDi 130 S&S EAT8,D,4.6,5.4,119.0,142.0,Gasóleo,,
8213 AAA,Peugeot 308 308 Tech Edition BlueHDi 130 S&S EAT8,C,4.5,5.4,118.0,140.0,Gasóleo,,
8214 AAA,Peugeot 5008 5008 Active BlueHDi 130 S&S 6 Vel. MAN.,C,5.1,5.9,134.0,154.0,Gasóleo,,
8215 AAA,Peugeot 5008 5008 Active BlueHDi 130 S&S 6 Vel. MAN.,C,4.6,5.6,122.0,148.0,Gasóleo,,
8216 AAA,Peugeot 5008 5008 Active BlueHDi 130 S&S 6 Vel. MAN.,C,4.9,5.9,129.0,154.0,Gasóleo,,
8217 AAA,Peugeot 5008 5008 Active BlueHDi 130 S&S EAT8,C,4.8,5.9,126.0,156.0,Gasóleo,,
8218 AAA,Peugeot 5008 5008 Active BlueHDi 130 S&S EAT8,C,5.0,5.9,132.0,154.0,Gasóleo,,
8219 AAA,Peugeot 5008 5008 Active Pack BlueHDi 130 S&S 6 Vel. MAN.,C,4.6,5.6,122.0,148.0,Gasóleo,,
8220 AAA,Peugeot 5008 5008 Active Pack BlueHDi 130 S&S EAT8,C,4.9,6.0,128.0,157.0,Gasóleo,,
8221 AAA,Peugeot 5008 5008 Allure BlueHDi 130 S&S 6 Vel. MAN.,C,4.6,5.6,122.0,148.0,Gasóleo,,
8222 AAA,Peugeot 5008 5008 Allure BlueHDi 130 S&S 6 Vel. MAN.,C,5.1,5.9,134.0,154.0,Gasóleo,,
8227 AAA,Peugeot Expert Combi Expert Combi BlueHDi 100 MAN 6 Vel. Standard,D,6.1,7.0,160.0,184.0,Gasóleo,,
8228 AAA,Peugeot Expert Combi Expert Combi BlueHDi 100 MAN. 6 Vel Compact,E,6.1,7.0,160.0,184.0,Gasóleo,,
8229 AAA,Peugeot Expert Combi Expert Combi BlueHDi 120 MAN S&S 6 Vel. Compact,E,6.0,7.0,157.0,185.0,Gasóleo,,
8230 AAA,Peugeot Expert Combi Expert Combi BlueHDi 120 MAN S&S 6 Vel. Long,C,6.0,7.0,157.0,185.0,Gasóleo,,
8231 AAA,Peugeot Expert Combi Expert Combi BlueHDi 120 MAN S&S 6 Vel. Standard,D,6.0,7.0,157.0,185.0,Gasóleo,,
8232 AAA,Peugeot Expert Combi Expert Combi BlueHDi 150 MAN S&S 6 Vel. Long,D,6.7,7.8,177.0,205.0,Gasóleo,,
8233 AAA,Peugeot Expert Combi Expert Combi BlueHDi 150 MAN S&S 6 Vel. Standard,E,6.7,7.8,177.0,205.0,Gasóleo,,
8269 AAA,Peugeot Nuevo 2008 2008 Active BlueHDi 100 S&S 6 Vel. MAN.,C,4.5,5.2,118.0,136.0,Gasóleo,,
8270 AAA,Peugeot Nuevo 2008 2008 Active BlueHDi 110 S&S 6 Vel. MAN.,C,4.3,4.9,113.0,129.0,Gasóleo,,
8271 AAA,Peugeot Nuevo 2008 2008 Active Pack BlueHDi 110 S&S 6 Vel. MAN.,C,4.3,4.9,113.0,129.0,Gasóleo,,
8272 AAA,Peugeot Nuevo 2008 2008 Allure BlueHDi 100 S&S 6 Vel. MAN.,G,118.0,136.0,4.5,5.2,Gasóleo,,
8273 AAA,Peugeot Nuevo 2008 2008 Allure BlueHDi 110 S&S 6 Vel. MAN.,C,4.3,4.9,113.0,129.0,Gasóleo,,
8274 AAA,Peugeot Nuevo 2008 2008 Allure BlueHDi 130 S&S EAT8,C,4.5,5.1,119.0,134.0,Gasóleo,,
8275 AAA,Peugeot Nuevo 2008 2008 Allure BlueHDi 130 S&S EAT8,D,4.7,5.4,124.0,142.0,Gasóleo,,
8276 AAA,Peugeot Nuevo 2008 2008 Allure BlueHDi 130 S&S EAT8,C,4.5,5.1,119.0,134.0,Gasóleo,,
8277 AAA,Peugeot Nuevo 2008 2008 Allure Pack BlueHDi 110 S&S 6 Vel. MAN.,C,4.3,4.9,113.0,129.0,Gasóleo,,
8278 AAA,Peugeot Nuevo 2008 2008 Allure Pack BlueHDi 130 S&S EAT8,C,4.5,5.1,119.0,134.0,Gasóleo,,
8279 AAA,Peugeot Nuevo 2008 2008 GT BlueHDI 130 S&S EAT8,C,4.5,5.1,119.0,134.0,Gasóleo,,
8280 AAA,Peugeot Nuevo 2008 2008 GT Line BlueHDI 100 S&S 6 Vel. MAN,G,118.0,136.0,4.5,5.2,Gasóleo,,
